artist_name,track_id,track_name,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,popularity
Wolfgang Amadeus Mozart,4Lf9z94tGtFtkj2z4x7E5h,"Così fan tutte, K. 588, Act II: Barbara! Perché fuggi? (Live)",0.95,0.429,73200,0.135,0.0,3,0.366,-21.175,1,0.117,98.399,3,0.222,10
G.H. Hat,4h3PD78MR3z73ZFJlKQFm1,I Got a Problem [I Wonder...] - Instrumental Version,0.0132,0.799,207840,0.672,0.92,4,0.133,-8.347000000000001,0,0.063,124.991,4,0.34,25
royc3,5yUcnaAp4j81MoF3bYuRb0,Call Me Back,0.0295,0.727,165378,0.6940000000000001,5.51e-05,1,0.0801,-6.1789999999999985,0,0.0435,118.952,4,0.35200000000000004,22
Johann Sebastian Bach,0k4hIWWE4M1FPESP7KzHAM,"Unser Mund sei voll Lachens, BWV 110 for the First Day of Christmas: II. Aria (Tenore). Ihr Gedanken und ihr Sinnen",0.978,0.341,279640,0.0205,0.000319,10,0.196,-21.904,0,0.0455,104.598,4,0.27,0
Johann Sebastian Bach,0Fr1El5wlVZv7urAL416aj,"Der Geist hilft unser Schwachheit auf, BWV 226",0.98,0.129,498000,0.188,0.0698,10,0.298,-21.632,1,0.0386,80.5,4,0.246,23
Gavin Luke,049dXA0tNzvTYVIHILMY4j,The Gift,0.927,0.119,158575,0.103,0.946,1,0.103,-21.268,1,0.0411,75.626,4,0.109,35
Tryhardninja,3Q1QFPoirxzDE5AFq4kGK5,Beautiful,0.345,0.6729999999999999,209400,0.645,0.0,0,0.121,-4.842,0,0.0275,99.925,4,0.408,24
Cameron DeLuca,6243ULu9WwO3xNqA8hPVKS,Meditation Spring,0.895,0.195,168000,0.394,0.9,11,0.23,-13.217,0,0.0324,107.934,4,0.0706,23
TommyFiveTimes,4rYO3QlSK3HeO6uZM7MFqL,Wraith,0.408,0.8390000000000001,117237,0.598,0.0,1,0.139,-7.05,1,0.281,135.061,4,0.355,0
Bone Apple Tea,3l0MHoqbr66c3539BnQTz7,Boil Over,0.769,0.759,129280,0.0844,0.927,0,0.113,-20.045,1,0.532,214.007,4,0.16699999999999998,1
Gangzthighs,0uOdhmaAHoraZJWbOWeqWV,Gngz Paradise,8.43e-05,0.8170000000000001,184889,0.318,0.926,8,0.0887,-16.737000000000002,1,0.112,135.02,4,0.378,0
HYLLS,0v2ho4OPJppOu3JXtuiNWG,All Over The Place,0.29100000000000004,0.648,175950,0.512,0.0,2,0.17600000000000002,-6.206,0,0.0367,99.995,4,0.295,20
HM Surf,1tNpRWu5tHylrVuMAhzvNz,Oracle Night,0.96,0.667,150000,0.0746,0.883,11,0.156,-20.563,1,0.0492,82.02799999999998,4,0.151,61
Teni,5WGUKZpVV5MLuNPtuk6nlK,Uyo Meyo,0.787,0.624,242526,0.763,0.0,6,0.0916,-3.707,1,0.0447,95.072,4,0.521,57
DeathbyRomy,68E4yvbGQXVOlyrYSF5x2j,DeathWish,0.00159,0.481,160000,0.873,5.95e-05,8,0.361,-6.0310000000000015,1,0.0514,146.555,4,0.402,20
Claude Debussy,4KeJYj1P2qnU73I9PTgx6x,"Préludes, Livre 1, L. 117: 9. La sérénade interrompue. Modérément animé",0.988,0.303,130973,0.0832,0.828,10,0.124,-25.906,0,0.0373,106.205,5,0.0969,23
Fondest Oldsmobile,5rVxylHVCoNy1dbew8Oj6B,Weather Stain,0.000746,0.772,226000,0.113,0.887,10,0.112,-18.89,0,0.325,120.003,4,0.265,49
Corridos Perrones,3GvHI39KbcbOcvZUWAAoAJ,La Perra (En Vivo),0.7170000000000001,0.736,163093,0.682,2.36e-05,4,0.314,-7.0870000000000015,1,0.218,153.091,3,0.983,7
Pyotr Ilyich Tchaikovsky,25SqfohYIvFzHVWS3rrq32,"Symphony No. 5 in E Minor, Op. 64: IV. Finale: Andante maestoso",0.851,0.257,862853,0.179,0.907,4,0.0951,-17.839000000000006,1,0.0394,115.988,4,0.084,14
Monocle Twins,5IQzw8udPzrhEA5FPB0MaU,The Road to Life,0.0235,0.469,229244,0.583,0.918,0,0.121,-8.943,1,0.0268,66.00399999999999,4,0.075,65
Öster,1xji6UwPRYBr5WpClkVnNE,Sand & Guitar,0.339,0.44,87667,0.552,0.762,10,0.107,-9.897,0,0.113,126.823,1,0.179,34
D Savage,3dnNDWgB0FAgjy9K1rSTKn,Opera,0.0243,0.675,131213,0.527,0.0,6,0.546,-7.433,0,0.249,150.149,4,0.212,55
JaYe,4ZA7l3MyPNwFRWUhLQknr6,Kings Dead Freestyle,0.00198,0.895,149267,0.614,4.62e-06,9,0.3720000000000001,-7.247999999999998,0,0.152,81.994,4,0.696,13
Charity Gayle,3sEmZOqwiHRCS8mhrEMtOd,Weight of Your Glory,0.183,0.452,406253,0.305,0.0,0,0.11,-9.918,1,0.0315,120.836,4,0.208,29
Triple Ess,6wl3vR2t6Fd5EPbtJ8FW3q,Have Some Fun (Radio Edit) [feat. Moddern],0.324,0.593,194328,0.603,0.0,6,0.289,-5.617000000000001,0,0.123,132.815,5,0.718,15
Seventh Wonder,5yUIGbWmBUvr9O41HlwfNu,Victorious,0.00687,0.502,295043,0.965,0.0,1,0.293,-3.61,1,0.111,119.934,4,0.394,19
Johann Sebastian Bach,35Cvh6Dy9QHzwPwyeikFu4,"Das wohltemperierte Klavier, Buch II: Das wohltemperierte Klavier, Buch II: Fuge VI D-Moll, BWV 875",0.994,0.35100000000000003,118680,0.128,0.919,2,0.12,-24.491,0,0.0372,115.541,4,0.353,3
Stephen Puth,3xKNy9VJrH2hqO3YXV2mKx,Half Gone,0.0977,0.63,192571,0.561,0.00023,0,0.058,-4.9060000000000015,1,0.0369,90.932,4,0.4920000000000001,61
Mallyloso,1Dd7NkMWezO5jyntomQyq3,Jeff Gordon,0.13,0.759,133172,0.544,0.00113,1,0.111,-8.886000000000003,0,0.121,146.075,4,0.0936,0
Lick Twist,5eu9b8Z6El34mgGPPiVNos,Be Loved,0.0591,0.536,183066,0.713,0.000571,8,0.0744,-4.262,0,0.034,123.95,4,0.238,20
Starboy Coolin,0hMbnoULXTHEI92Je4gojF,I'll Be There,0.7709999999999999,0.684,119066,0.5429999999999999,0.8759999999999999,6,0.113,-8.902999999999997,1,0.0535,125.069,4,0.453,0
Ju Mane,7goQ89AcGt53W0huvQ3LDh,Go,0.405,0.339,230034,0.923,0.0,7,0.649,-3.692,1,0.413,77.675,4,0.81,16
French,5olupnplOXx9XUMcAbg0N1,I'm the One,0.384,0.759,180057,0.607,0.0,11,0.106,-7.049,0,0.44,154.047,4,0.468,47
Kavya Kumar,1iyAk0IM5rjakY6es4cLKT,Praana Brundhavanam,0.618,0.65,264959,0.794,3.44e-05,2,0.103,-2.841,0,0.0382,128.08700000000002,4,0.16,0
Johann Sebastian Bach,2N4aqkLhhhfqGFIJ51Urdl,"Das wohltemperierte Klavier, Buch I: Fuge Nr. XI F-Dur, BWV 856",0.996,0.444,74714,0.203,0.918,5,0.105,-23.322,1,0.042,98.128,4,0.7879999999999999,10
Sondre Justad,2Fv6M8MMJ8uGOWtW0MIiKF,Ilden,0.0778,0.5379999999999999,245707,0.5579999999999999,0.0415,2,0.112,-9.322,1,0.0379,127.969,4,0.326,3
H.1,7nT4rMprxiA9H9HM3oZ1Kq,Again,0.767,0.614,172000,0.547,0.893,5,0.0919,-11.772,0,0.039,92.99,4,0.226,50
Isaac Joel Karns,1z7v1YHzBWNBP2WnX2UVWh,Alcyonium Bosphorense,0.987,0.409,31000,0.0493,0.95,10,0.204,-22.721,0,0.0532,93.364,3,0.429,0
Attom,40UP8vVfrXs2EcGA552Mzf,Golden Hour,0.0233,0.544,181818,0.578,0.46,7,0.149,-8.051,1,0.0292,98.98,4,0.0778,0
Mike Smith,7dIpgDQQ1KWcCNjUfz7crf,Sweet My Lady Be (Instrumental),5.23e-05,0.59,175728,0.915,0.964,8,0.0799,-4.928,1,0.0298,122.01,4,0.925,0
Wolfgang Amadeus Mozart,20LgybdToxrjwgM4rZdMsy,ピアノとヴァイオリンのためのソナタ ヘ長調 K.376 III.Rondo: Allegretto grazioso,0.977,0.434,417213,0.118,0.0113,5,0.138,-19.924,1,0.0468,131.243,4,0.359,5
Animal Flag,3OFYNwpBJbYZKAW4Xpw3RS,I Can Hear You Laugh,0.00301,0.458,215755,0.726,0.28600000000000003,4,0.119,-8.172,0,0.0595,99.969,4,0.35200000000000004,15
Don Patricio,6Cs7b9bu3fy5XhMwBA9Tz4,Contando Lunares (feat. Cruz Cafuné),0.444,0.856,219667,0.523,0.0,4,0.0537,-10.481,0,0.131,105.935,4,0.7090000000000001,86
Mr Gabriel,7glCydqzVLiKo6aoKy19A7,Millennial Falcon,0.000322,0.585,190642,0.906,0.0138,6,0.547,-5.443,0,0.0595,120.054,4,0.422,33
Trapperman Dale,6tbZf2tb5AuOiRx10GxafC,To Whom It May Concern,0.28600000000000003,0.828,181664,0.642,0.0,5,0.107,-12.829,0,0.431,135.84799999999998,4,0.795,24
Thunderstorm Sound Bank,3SVw9I2EPEVupaB0uCKq8g,Deluxe Evening Rainstorms Sounds,0.376,0.104,69303,0.72,0.997,0,0.6829999999999999,-27.925,1,0.0568,79.26,4,0.00205,33
Manolo Garcia,4XhxJjb12G3dZ9KwRM56Nb,Nunca Es Tarde,0.321,0.434,159080,0.8290000000000001,0.0,3,0.141,-3.847,0,0.0492,85.095,4,0.674,48
TYNAN,4X2AKZpCrwiupK52hUoQIw,Mal De Mar,0.006959999999999999,0.585,182360,0.991,0.0842,8,0.6920000000000001,-1.457,0,0.241,75.00399999999998,4,0.6729999999999999,0
Gray,2dyEgjMFM4REHtBGQNeX1T,Deposition,0.6659999999999999,0.412,220944,0.446,0.0334,5,0.109,-8.729,1,0.208,173.976,4,0.2,23
Elijah Bank$y,3YpOYCSXRmId70zsHlzKRm,Coitus (feat. Gus Dapperton),0.0549,0.76,213333,0.498,0.00105,6,0.107,-7.776,1,0.0769,119.957,4,0.126,39
Zwetschgenzebra,0hhEywM4WBAgZSOD84LKzc,Oel,0.726,0.341,66583,0.145,0.941,0,0.206,-21.925,1,0.0675,135.597,4,0.5589999999999999,4
Aloe Blacc,4Eux9xwEhAeEPdS7RmsiC1,I'm Gonna Sing,0.0452,0.589,133476,0.462,0.0,8,0.225,-8.488,1,0.0288,93.488,4,0.421,31
King Dif,7ogeCXfCt4iCGhIEHqoYdR,That's Pressure,0.679,0.606,156996,0.627,0.0,6,0.138,-10.328,0,0.31,179.921,4,0.211,0
Armin van Buuren,1P2CjdvGfuv37W47lSouVk,"A State Of Trance (ASOT 893) - ASOT Year Mix 2018 Compilation Contest, Pt. 1",0.112,0.6559999999999999,32220,0.732,0.0,11,0.42,-11.050999999999998,0,0.386,129.079,4,0.8370000000000001,15
Ben Johnson,5IELvyAhlogfHPZ0E2gDPS,'89 Chevy,0.0286,0.597,214196,0.718,0.0,8,0.0606,-7.369,1,0.031,143.91899999999995,4,0.402,21
Ralfy the Plug,62x0RUtt7EyqMubHdYCVOr,Gang Gang,0.324,0.711,193071,0.61,0.0,9,0.898,-7.905,1,0.404,89.978,4,0.688,0
Claude Debussy,6KuVtUKP0NpOF88hE4nCRd,"Le martyre de Saint Sébastien, L. 124: I. The Court of Lilies: Frère, que sera-t-il le monde",0.942,0.317,549293,0.0239,6.4e-06,8,0.223,-28.87,0,0.0601,86.24600000000002,5,0.0393,1
Fleetwood Mac,5eauXUlzlexf7klhvPEMqv,No Questions Asked - Remastered,0.04,0.505,282933,0.894,7.670000000000001e-05,0,0.103,-6.234,1,0.0318,137.44299999999998,4,0.3670000000000001,39
Ludovico Einaudi,4Lwx4Bnhu6sY5YLBT0ZO9J,Two Trees,0.989,0.371,355786,0.0785,0.8340000000000001,5,0.0712,-23.265,1,0.0509,109.868,4,0.0383,12
A R I Z O N A,5boqkVlc0CWhfTjksnpc1X,Freaking Out,0.121,0.6609999999999999,199635,0.684,0.00503,6,0.157,-6.6110000000000015,1,0.0512,125.06,4,0.371,70
BONES,6DzJvZTd0fXlZFgdmHeV57,NightShift,0.00677,0.688,151000,0.523,0.00101,9,0.224,-11.7,0,0.0697,150.001,4,0.0887,37
Cavo,2wHZ5uvXtnwbdAksldtGAu,Nights,1.04e-05,0.473,248400,0.901,0.00317,11,0.307,-4.222,1,0.0574,151.891,4,0.412,18
Lil Ray Ray,6ZRWP5W57HB3mp59ZhokKk,Makoto,0.927,0.598,79690,0.47,0.8740000000000001,8,0.113,-18.381,1,0.0629,97.009,4,0.667,25
SahBabii,4LK25Fc1J4sQAGqZZIoc2B,Boyfriend (feat. T3),0.277,0.847,205401,0.445,9.31e-05,2,0.14300000000000002,-8.145,1,0.202,133.045,4,0.358,52
Keywest,5bHUax1vIySW1Ws74rIQBU,Save My Soul,0.00189,0.58,216947,0.5539999999999999,0.0,10,0.172,-6.397,1,0.0257,94.012,4,0.6,30
Van Morrison,3xHGIrg70O2yO9JNb5q6VM,Who Can I Turn To (When Nobody Needs Me) - Live at Montreux,0.637,0.445,244680,0.35,0.000177,0,0.861,-12.736,0,0.0383,112.226,3,0.266,26
Up ^ High,25JfIG16YaWivKhgoaby6h,Don't Matter (Extended Mix),0.0532,0.7020000000000001,240000,0.928,0.708,11,0.0284,-4.258,1,0.043,126.003,4,0.609,13
Alex Wiley,3JSdY8QgDmXJhRugBq9HDY,Real Things,0.949,0.382,185760,0.224,0.000125,2,0.106,-13.878,1,0.0394,64.346,4,0.101,47
Yanni Bravo,4B91oO0imlssxc1A7Wlt3X,X on Me,0.423,0.6609999999999999,163137,0.529,0.0,5,0.0944,-7.735,0,0.128,156.994,4,0.457,11
Tash Sultana,39WA71G8UXxqWUVeYSzZwb,Salvation,0.07200000000000001,0.523,259401,0.556,0.000389,5,0.0921,-7.81,0,0.062,163.864,4,0.377,50
Stepdadfla,3gvkZEaur1aoagF66OkEd9,Fleshlight,0.32,0.792,138974,0.8079999999999999,0.0,1,0.11,-3.619,0,0.0989,116.91,4,0.565,18
Danielle Bradbery,1nSSsrQO34b7XhLOVUnZcs,Slow Burn - Yours Truly: 2018,0.924,0.425,209787,0.314,0.0124,2,0.129,-9.072,1,0.0312,73.69,4,0.311,42
Judas Priest,1I4bh7GClCeUW4uORsZhTs,Evil Never Dies,2.24e-05,0.4320000000000001,263040,0.933,0.086,8,0.0264,-6.462999999999999,1,0.0481,141.972,4,0.348,49
Crim Diggla,1qFhInTpDFb11gTE4q6XVB,Michelle B Patty Medical & Accident Referral Services,0.243,0.667,81424,0.657,0.0,9,0.4270000000000001,-9.559,0,0.131,105.043,4,0.841,0
Ludovico Einaudi,6uWoeqipmcJL5ZpWPsoPgV,Fuori dalla notte,0.993,0.526,277838,0.0714,0.912,11,0.0804,-21.963,0,0.0519,90.01799999999999,3,0.114,12
Nipsey Hussle,2hVtGnJeHOo0EqjzYXNFg5,Hussle & Motivate,0.00369,0.836,258520,0.779,0.000173,7,0.58,-3.829,1,0.0519,119.908,4,0.555,75
The Lengths,3Elx4kZEUJkE6i7pu6Pam8,Van Go,0.0023,0.623,217175,0.428,8.25e-05,0,0.101,-8.911,1,0.0407,183.96,4,0.43,0
Dr. Dog,66tg5bmqB6NzCs5QhACkdQ,Go Out Fighting,0.0342,0.362,207400,0.5770000000000001,0.00486,1,0.381,-7.682,0,0.0386,122.741,4,0.211,47
swim good now,3wX1yDvJaIzD9eFQMJbLiy,"Daylight (feat. Daniela Andrade, Ryan Hemsworth, Lontalius & Olli)",0.674,0.601,241068,0.581,0.000634,2,0.13,-9.146,1,0.0384,74.02,4,0.142,22
Etherwood,0PagZo5BOKmoCObYzNhQ9E,A Hundred Oceans,0.14400000000000002,0.498,286963,0.812,0.317,0,0.354,-7.686,1,0.0322,87.0,4,0.111,33
Frédéric Chopin,3tDlWdk2ItIid7a4IKsgfn,"Études, Op. 25: XII. Etude in C Minor ""Ocean""",0.971,0.266,180493,0.108,0.953,5,0.117,-21.792,0,0.0361,108.642,3,0.0375,23
RIMON,3JLzTwLuKBTcxrua5PeLfV,Grace,0.211,0.745,205714,0.521,0.0,5,0.105,-9.244,0,0.141,98.036,4,0.6679999999999999,11
DeeLow Diamond Man,5hclPUX4azsBfSHkWUDBWB,Good Vibes Good Vibes,0.0312,0.915,200597,0.633,0.0,1,0.098,-6.291,1,0.388,133.884,4,0.722,0
Magilla,2Hmvdv32QWPO3JdXAIeiFZ,Get My Cake Right,0.0282,0.551,153888,0.675,0.0,1,0.208,-5.388,1,0.0939,131.86,4,0.3720000000000001,0
Jesus Jones,5FAytdAXvy2farAZZ7hhp9,How's This Even Going Down?,0.000261,0.534,248427,0.7609999999999999,3.3799999999999995e-05,7,0.227,-6.1160000000000005,1,0.0461,120.067,4,0.222,7
Earl Sweatshirt,77Zm1VR4gVmpUL9n7QOcmD,Loosie,0.38,0.396,59293,0.8590000000000001,0.0,7,0.672,-3.365,1,0.298,59.64,4,0.6579999999999999,55
Latente,4XB1UACChjhKZgEQ0h4Vry,Tu Falta de Querer,0.498,0.54,218188,0.745,0.00185,4,0.103,-7.651,1,0.0837,187.144,4,0.748,26
The Brother Brothers,3nKCmdfFSB49NPGRsfD4wh,Siren Song,0.988,0.542,183768,0.155,0.0155,2,0.108,-12.924,0,0.0298,78.08800000000002,4,0.247,65
Modest Mouse,3MEKjJbXIyMT54hxEZnkrz,Poison the Well,0.00391,0.622,144053,0.962,0.0,4,0.101,-2.8160000000000003,0,0.091,129.023,4,0.506,62
Smithfield,1xImV4pbturMZYHbJPJ6qD,Our World,0.0463,0.49,169467,0.7490000000000001,0.0,5,0.0957,-3.543,0,0.051,159.97799999999995,4,0.488,19
Cago Leek,74j8gmcQnklYsZzCX8ghXB,High End (Remix),0.0426,0.403,240849,0.489,0.0,10,0.117,-6.729,1,0.219,74.05199999999998,4,0.0879,0
Arin Ray,2CB1boDu1c9FOp09Oylq6r,Communication (feat. DRAM),0.228,0.767,216632,0.696,0.000372,5,0.136,-4.464,0,0.0676,107.034,4,0.362,62
Fero,4argHp09zp1XgoCWdMtv4O,"Gang Gang, Pt. 1",0.168,0.585,153205,0.7190000000000001,0.0,1,0.0948,-5.8260000000000005,0,0.0973,94.053,4,0.039,0
DopemanBeats,36fnwJjz6KuD02b5cbCnwH,Life A Movie,0.000781,0.777,98795,0.457,0.682,2,0.0538,-11.657,1,0.0969,129.433,4,0.391,0
Chris Odd,5U3rV7LzdNNddaYX6xjBxS,Hold You Down (Radio Mix),0.00525,0.561,166500,0.775,0.0,4,0.207,-6.051,1,0.0373,160.061,4,0.6920000000000001,6
Black Thought,1jpc2YGdYOXpjtJDRscejt,Dostoyevsky,0.0741,0.562,233868,0.974,0.0,6,0.0694,-2.727,1,0.405,116.516,3,0.586,39
PRhyme,5fZokfRJDjRZaUIIBycYIR,Relationships (Skit) - Instrumental,0.959,0.505,41210,0.268,0.908,1,0.104,-13.17,0,0.0392,32.317,4,0.401,7
Swilson,7cXYibCZ73iljGptGV3aKD,Outro Freestyle - Remix,0.0106,0.792,137786,0.581,0.0,5,0.354,-11.922,0,0.105,140.016,4,0.848,9
WANIMA,4Ybp3UvVXvraRNwOCWnrNq,シグナル,0.00419,0.562,219530,0.935,0.0,8,0.322,-2.365,1,0.0525,97.513,4,0.655,52
KSI,4VIopYDoG75cjNWP5f0rBX,Ares,0.0701,0.6729999999999999,210226,0.6809999999999999,1.87e-05,10,0.122,-8.218,0,0.393,95.941,4,0.341,62
Wolfgang Amadeus Mozart,48zRmr9yBvCjQ4IAevlMO6,"Piano Sonata No. 10 in C Major, K. 330: I. Allegro",0.991,0.438,371400,0.0491,0.914,0,0.0717,-28.032,1,0.0395,138.69899999999998,4,0.654,13
Wolfgang Amadeus Mozart,56lRs44P3EEAfTlptKWl05,12 Duets (No. 7 Adagio) - Grand Piano Version,0.867,0.5670000000000001,39273,0.611,0.921,5,0.107,-15.437,1,0.0434,110.003,1,0.941,0
ARTY,3aky5MkhvITmlDVgZWKQOp,Must Be The Love - Original Mix,0.0934,0.7090000000000001,589240,0.635,0.0172,6,0.836,-5.783,1,0.0342,127.988,4,0.204,9
Joseph McFashion,3sjD3GfcQ1GlCQRmQankZv,Work,0.221,0.6679999999999999,150126,0.778,0.0,7,0.0976,-6.859,1,0.231,95.938,4,0.679,15
Down Like Silver,1DNMD4CEyX2XrFkOR4lvP1,Broken Coastline,0.931,0.588,209280,0.0702,1.76e-05,8,0.113,-14.083,1,0.0338,128.361,4,0.141,61
Seto Vargas Y Sus Calentanos,3KUmG9wyCtw9HUCdyldEmc,Alejandro Ramos,0.134,0.752,176969,0.481,2.57e-05,0,0.0815,-9.954,0,0.146,149.92600000000004,4,0.955,21
Field Medic,4SRHDsLJYSFnAHL1cGdgEm,Everyday'z 2moro,0.00111,0.5529999999999999,195925,0.674,0.94,6,0.168,-7.019,1,0.0282,157.993,4,0.743,14
Jezzifr,37kpVYzshOK05VTpN6w4Uc,Contigo,0.256,0.772,177696,0.657,8.37e-06,0,0.104,-5.73,1,0.058,169.899,4,0.627,0
Chris Bandi,42k2v2xGECxm0ZOyfOUygw,Only One,0.0137,0.631,179508,0.7759999999999999,0.0,1,0.0917,-5.9929999999999986,0,0.0288,96.032,4,0.6679999999999999,41
The Red Pears,1LcqYIe8Ue6ILQn16xZddZ,Up Beat,0.27,0.598,130611,0.602,0.0254,2,0.0698,-5.5,1,0.0369,146.421,4,0.448,23
Depdramez,1kJwXXAu1D8IDzC6wgRM9l,Feelings,0.0096,0.659,178286,0.804,4.3e-05,11,0.0886,-6.287000000000001,0,0.0381,87.50399999999998,4,0.251,13
Splitting Seams,4kyutjiDl839jVHJIqApTw,Fit For A King,0.029,0.429,150697,0.507,0.882,11,0.0867,-19.143,1,0.0332,116.44,4,0.911,0
Tommy Emmanuel,6u2YIebYwB34WgEKQuG6A9,Rachel's Lullaby,0.851,0.35700000000000004,193500,0.226,0.547,0,0.0913,-16.588,1,0.0358,87.462,4,0.35100000000000003,24
The Reign of Kindo,6GgtvYLWu3krtZqbtDkM6w,Let Me Be,0.0232,0.648,311249,0.918,0.0,5,0.118,-5.595,0,0.0584,128.07399999999998,4,0.723,28
Los Cadetes De Linares,5njzRTZ4zhBUQqOpfEozgv,Cruel Incertidumbre,0.466,0.636,157858,0.705,0.0,8,0.158,-4.248,1,0.0308,98.912,4,0.812,1
Ghost Flows,6rRtd6G2i1B7UOZH0RmnpW,Blasted Nose,0.0324,0.884,74178,0.561,0.489,11,0.105,-5.0939999999999985,1,0.0502,120.021,4,0.354,0
Rafiq Bhatia,7Ca9vssiwyAYWt2B23KTaB,Breaking English,0.682,0.384,354574,0.411,0.892,11,0.112,-11.204,0,0.0527,130.049,4,0.18,41
Razakel,45vdRv1YwLbpbVeJ8BO2pR,The Feels,0.0076,0.765,245770,0.5720000000000001,5.06e-06,0,0.112,-7.4220000000000015,0,0.0508,125.051,3,0.0457,5
Kali Uchis,5RcuACCOhgoc4ZH57AVCLA,Feel Like A Fool,0.0245,0.7,185239,0.812,0.0,3,0.102,-4.8,1,0.0311,107.983,4,0.855,58
Fleetwood Mac,0zMxvCIYqGcn6prnLRjfxW,Over My Head - Single Version [Remastered],0.433,0.611,189533,0.637,0.00177,2,0.16699999999999998,-10.822,1,0.0298,98.349,4,0.653,40
Iamsu!,2v06KiNpydX93Bgt0gj7M5,Bad,0.129,0.914,153600,0.6579999999999999,0.0,4,0.0672,-8.804,0,0.174,99.993,4,0.417,32
Matthew Margeson,0UScFdCoKcjw79oudgxq1L,Return to Mission,0.0223,0.301,277173,0.342,0.745,1,0.116,-18.163,1,0.0403,120.238,4,0.0335,0
Tyla Yaweh,7gJPfXd1bWdfyKVIMS8rsq,Wraith Skating (feat. PnB Rock),0.018000000000000002,0.782,154330,0.669,0.0,7,0.134,-4.767,1,0.0658,151.935,4,0.5429999999999999,58
Lando,5yfXN8Kd7MkOovme6SzR4I,Overboard,0.0205,0.782,208148,0.6759999999999999,0.0,2,0.118,-5.763,1,0.393,162.004,4,0.6509999999999999,4
Desiigner,7obgTzX2scK82GZOD3MFbg,Shoot,0.0273,0.765,196613,0.421,1.5e-05,10,0.126,-12.2,1,0.406,127.129,4,0.193,45
Leaves' Eyes,5TKMPiWYTpNJHcA74EhImC,Völva,0.008,0.501,218413,0.906,0.00202,0,0.0456,-4.192,1,0.0534,106.002,4,0.452,27
Johann Sebastian Bach,5vfZpemDp36QOUqLlBhafm,"Concerto in C major (after Johann Ernst), BWV 595",0.912,0.278,224587,0.147,0.926,0,0.0709,-21.579,1,0.0323,92.563,4,0.531,9
WillThaRapper,4k7HQxE0F3Nbzjeb3SJWk2,Dollar Blind,0.232,0.6579999999999999,192813,0.6659999999999999,0.0,1,0.126,-4.26,1,0.0399,152.002,4,0.207,12
Sulpher,1iLyK24YvNszh6Zg2tqtmC,Take a Long Hard Look,4.34e-05,0.489,211920,0.981,0.754,0,0.309,-4.945,1,0.0709,92.004,4,0.105,13
Shawn Mendes,47owxYjLWt54HjOIu0m4a9,Where Were You In The Morning? - Remix,0.0817,0.743,190707,0.695,0.0,5,0.308,-6.026,0,0.233,92.98,4,0.6679999999999999,57
Israel & Rodolffo,1uL0k16WWBZ2h33cjHrNb7,Casa Mobiliada - Acústico | Ao Vivo,0.851,0.6709999999999999,156747,0.515,0.0,9,0.597,-8.207,1,0.0419,111.957,4,0.521,51
Sumwun,59PXP2z7IjnPay5IoVX4EG,Palma,0.769,0.7609999999999999,99748,0.0682,0.884,7,0.0507,-13.573,0,0.0854,82.13,4,0.613,59
Action Bronson,0yUA5Ci61OTYCYnE4RPU2C,Mt. Etna,0.423,0.595,154094,0.77,0.0,7,0.639,-8.014,1,0.373,136.183,4,0.883,47
Pollari,2wP4prCXCHNDYsfK22x0gw,Checks,0.0211,0.611,192000,0.599,0.0,2,0.0941,-10.363,0,0.0606,149.959,4,0.672,0
Alessandra Celletti,6r5iFM0bOd9yYpxRt51vEn,The Struggle of the Magicians: Fragment No. 6 (Tibetan Dance),0.988,0.39,103473,0.177,0.871,5,0.114,-22.621,0,0.0645,202.662,4,0.547,29
Vendetta,1MqZUEpzVVo49Hax4ydrKY,Ride Or Not,0.355,0.745,120058,0.526,0.0,2,0.136,-9.873,0,0.213,146.996,4,0.34600000000000003,8
The Queers,0ViQHZ697DU1XiiPWcsLj7,The Sun Always Shines Around You,0.0175,0.424,167445,0.858,0.0,7,0.8190000000000001,-4.093,1,0.034,138.486,4,0.8059999999999999,27
6 Dogs,5rnpeh10Rfdw1FEkBWkU7T,Scar,0.735,0.626,148607,0.425,0.000218,1,0.111,-10.44,1,0.0512,76.95100000000002,4,0.34700000000000003,62
StarCube,1A0iM1NX6QOrnj1KFaUmBo,Journey on Planet X,0.0323,0.454,121000,0.601,0.621,8,0.128,-10.453,1,0.0312,105.974,4,0.242,2
Zhaphree,091PNxeT4EdTA38lz0Ojft,Introverted,0.000784,0.131,286917,0.512,0.0,0,0.128,-12.455,1,0.0416,75.469,5,0.0988,0
Birdman,2Sa1ptH24tae17vUoS3QfR,Breeze,0.0578,0.8590000000000001,138467,0.7190000000000001,3.63e-06,9,0.0674,-4.771,0,0.109,137.967,4,0.481,46
Mallary Hope,5UMVXnW0Uf9jfREUSs4kKt,Lay It Down (Acoustic),0.6779999999999999,0.381,191600,0.484,0.0,1,0.135,-5.992000000000001,1,0.03,154.62,3,0.322,25
Rhye,0mmNizJidyIF6i9mj1QF4w,Taste - Mano Le Tough Remix,0.000964,0.764,362613,0.6509999999999999,0.87,1,0.0383,-8.302999999999999,1,0.0528,119.18,3,0.557,0
Manuel Turizo,3RD0PGolM0mETGHaprwgMn,Culpables,0.94,0.573,233930,0.31,5.65e-06,3,0.198,-11.134,1,0.29600000000000004,177.601,4,0.764,78
