artist_name,track_id,track_name,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,popularity
Sam Stucky,5xBbuV19Vq5PZx59NfTSwB,I Hope,0.172,0.637,187220,0.413,2.56e-06,7,0.412,-7.792000000000002,1,0.0259,92.024,4,0.294,11
Isma Ortiz & Sierreños M.O.,7IKlLL34F4Ho2zalyz1ltd,Amor a Primera Vista,0.316,0.8029999999999999,199483,0.396,0.0,7,0.087,-9.948,1,0.0481,91.019,4,0.86,17
MKTO,3jsadYz8q2jr2sDlqwwT3m,How Can I Forget - Sebastian Peréz Remix,0.0198,0.696,178064,0.914,4.2e-06,0,0.0819,-5.192,0,0.07200000000000001,124.019,4,0.904,41
Sublime Harmonics,480XwVqxnymUvTkGwFpsij,Parral,0.0753,0.43,153000,0.522,0.029,2,0.8540000000000001,-18.541,0,0.0318,159.983,4,0.966,0
Krishna Shyam Diwana,2cR3nRTEaBFzIH3UL7IBgn,Rang Rangeela Fagun Aayo Re,0.29600000000000004,0.385,358217,0.926,0.0,4,0.589,-3.216,0,0.322,80.215,4,0.84,0
Sir Nasty,1uH3kkud912GsiNNWMwvUE,I Keep Going,0.226,0.457,246073,0.848,0.0,9,0.474,-0.381,1,0.16699999999999998,131.72899999999998,4,0.452,0
Chris Cooq,2jbYvQCyPgX3CdmAzeVeuS,Same - Original mix,3.52e-05,0.7829999999999999,124016,0.792,0.878,7,0.0332,-10.277,1,0.0661,120.047,4,0.928,0
Milo Meskens,70TkR4S8VC4gtokeHcMVDy,Twenty One,0.0339,0.5820000000000001,174067,0.725,1.64e-06,11,0.151,-5.412000000000001,0,0.0362,148.03799999999995,4,0.675,36
Josh Groban,6PimjyZSxGFFfUD0H9Jgvo,99 Years (Duet with Jennifer Nettles),0.0757,0.509,242093,0.575,1.4e-06,5,0.125,-5.299,1,0.0301,143.82,4,0.18,63
TUSHAR JOSHI,4MffIw5ofNSGqcygqlE2Y2,Momer Shohor,0.462,0.483,210822,0.777,1.95e-05,0,0.141,-6.9220000000000015,1,0.0436,145.933,3,0.556,0
Wasted Penguinz,4DLD8URKoqueOdQ4JWtvZ8,Euphoria,0.106,0.448,271200,0.902,0.00964,7,0.0915,-2.869,1,0.0453,75.092,4,0.212,39
Black Stone Cherry,6tdsMsJFhPLnithLHopS9w,Burnin',4.2700000000000015e-05,0.56,208747,0.917,0.00576,6,0.111,-3.014,1,0.0402,115.942,4,0.6920000000000001,42
4rif,4VSN8p0pJqRtmciArO4ahh,August,0.701,0.475,285942,0.25,0.0,5,0.0641,-11.005999999999998,0,0.0515,170.895,3,0.258,57
Rich Brian,7MXcmkmyxEYAJf04cbqKoI,Glow Like Dat,0.411,0.787,210862,0.586,0.000311,10,0.118,-9.64,1,0.0695,140.036,4,0.581,64
John Prine,29nkm71FO8603Qp6DLiNfZ,Sweet Revenge,0.613,0.5770000000000001,161867,0.419,0.0,7,0.361,-11.945,1,0.0374,163.942,4,0.855,10
Waka Flocka Flame,5P70Uy2kQa6xVzQWNZXg4w,Waka Flocka Myers Intro,0.262,0.365,69146,0.8809999999999999,0.0,6,0.537,-6.4689999999999985,1,0.275,144.914,4,0.361,0
Smiler,26K1cfRaFe9zIyHztwVdQf,Gangsta,0.469,0.855,162534,0.459,0.0,4,0.163,-10.328,1,0.353,130.023,4,0.595,50
The Oak Ridge Boys,18oM2gPuGWu79BVT2ycIzR,There Will Be Light,0.7979999999999999,0.412,174520,0.36,0.0006190000000000001,2,0.161,-8.597000000000001,1,0.0303,178.88,3,0.264,22
Current Joys,5r6nan8lQAZmoptqFEpzC4,Way out Here,0.944,0.515,195000,0.235,0.000321,2,0.358,-13.851,1,0.0309,88.258,4,0.128,36
Jameson Rodgers,6VpH1OWblmhNa24BdLvb0d,Some Girls,0.0808,0.441,185453,0.83,0.0,8,0.302,-5.1080000000000005,1,0.0467,167.985,4,0.349,50
IVIX,6v6yEZTUgHmLeORFDuHwUe,"The Colors of Isolation, Over This Southern Sunset Is Where We Grow",0.419,0.448,228833,0.244,0.0678,6,0.0727,-8.833,1,0.0448,69.181,4,0.187,6
Basement,4hI8PLtF0C3JBSUG5EsQtv,Slip Away,0.00121,0.428,177707,0.951,3.18e-05,9,0.152,-3.4410000000000003,1,0.098,143.961,4,0.37,42
Caleb Caudle,6DkdetaI9tMY62YsbiuwdS,N.Y.C. In the Rain,0.0361,0.653,233141,0.596,0.00109,10,0.217,-8.405,1,0.0262,117.046,4,0.267,19
Thatshymn,4FW1c0UDxn7bzKhMDrtROI,Enough,0.67,0.599,181750,0.458,2.85e-06,7,0.136,-11.18,0,0.159,100.522,4,0.505,35
Tauren Wells,1o35Wmsgp8zEYkAh8uL1xb,Known (Music Video Version),0.8809999999999999,0.5489999999999999,194497,0.302,0.0,1,0.14,-8.978,1,0.114,142.311,4,0.376,47
Ashtar Lavanda,22GR0miX8hOuZR1ZYdNvwI,Opulence,0.0163,0.779,215527,0.617,0.8640000000000001,1,0.0826,-10.957,1,0.0784,127.959,4,0.39,5
Johann Sebastian Bach,3nsuKfAhKOzv7rIaFwyqXY,"Ach bleib bei uns, Herr Jesu Christ, BWV 253",0.992,0.304,38573,0.0512,0.0,9,0.104,-23.874,1,0.0525,71.39399999999998,4,0.119,15
Mac Miller,0ZBchpb4CLk5Qqu3895Etp,Buttons,0.4370000000000001,0.578,228440,0.7140000000000001,0.0,7,0.277,-4.853,1,0.19,75.064,4,0.524,63
Bret James,2SJv051hw2ojINikz3JBck,Fresh,0.248,0.521,214408,0.5579999999999999,0.0,4,0.159,-5.573,0,0.324,81.402,4,0.557,20
Show Banga,1sUaggmjfhM8vMca6yAYKk,Punk Bitch (feat. Philthy Rich & Tay Way),0.00112,0.8340000000000001,223067,0.637,0.0,1,0.0826,-9.795,1,0.182,90.993,4,0.5770000000000001,15
Yuuki Sung,2FS9oThBndnq2LrPIXSy2n,"Sonata in B-flat Major, Op. 22: 1st Movement (Ludwig van Beethoven)",0.985,0.498,382252,0.0956,0.86,10,0.273,-22.086,1,0.0507,63.582,4,0.279,20
Roscoe Dash,5sVqiHak5t3pNmBfZVfxFM,Bounce,0.0628,0.799,162436,0.338,0.309,1,0.239,-14.347,0,0.202,76.49600000000002,4,0.73,8
Vacaul,3VoKgz9m1KJalwu33Cipo8,High,0.00462,0.597,234567,0.59,0.0006230000000000001,8,0.0783,-10.804,1,0.0758,87.993,4,0.36,2
Dj H.artl.ss,7m5uUPy8U4xm45bp3S67Yp,A capp.lla H.artl.ss,0.856,0.645,67129,0.662,0.0,10,0.227,-6.475,1,0.361,96.181,4,0.75,18
Ralfy the Plug,1wkKMfiXyV9epKBkFIJNUE,Rats,0.518,0.7659999999999999,178286,0.546,0.0,2,0.35100000000000003,-9.873,0,0.403,98.049,4,0.423,1
Naxatras,0hImKXDmBsBRqpA48lHn0V,Prophet,0.0583,0.375,482377,0.529,0.677,9,0.109,-10.816,0,0.0414,133.436,4,0.0799,28
LOGIC LDOT,23RzeIbvB89ciSnTVzAFRm,Mobb Music,0.0347,0.848,218671,0.474,0.0,2,0.127,-9.921,1,0.239,101.012,4,0.6729999999999999,13
London Jae,66q3Rn9StzOtd8wAcs3B3C,Blunt Gutz (feat. Yung Booke),0.782,0.759,241678,0.269,1.52e-06,0,0.111,-9.841,1,0.12,142.99,4,0.116,14
Crywolf,7qgLTSrhVgEylfB3j1t7rX,Quantum Immortality - AWAY Remix,0.272,0.385,265000,0.542,0.0,2,0.0984,-4.722,1,0.0831,173.91,4,0.204,26
Settle Your Scores,72evXFFavO2aMS37FtXcFq,Your Teeth vs. the Pavement,1.19e-05,0.502,195240,0.972,0.446,11,0.119,-5.687,1,0.0627,105.891,4,0.276,27
Matt Corman,0EJXfSKGd9oP5iISWhdAyW,Broken Screens,0.0133,0.602,222888,0.5870000000000001,1.6800000000000002e-05,1,0.15,-9.546,1,0.0343,140.015,4,0.715,40
Nanny The Baker,5yHlU4VMslvGZbdOfl6Np1,Cereal Then Bed,0.0188,0.664,124174,0.229,0.672,0,0.128,-21.626,1,0.218,174.0,4,0.8270000000000001,0
David Guetta,1hy4M6zGttVkvblkMNj7bB,Don't Leave Me Alone (feat. Anne-Marie) - Sidney Samson Remix,0.0038,0.687,271875,0.7190000000000001,8.48e-05,7,0.108,-7.558,1,0.0539,127.966,4,0.281,35
King Bailey,7wac62mzLOrg2lmLP4zZEr,NoBody,0.0792,0.8029999999999999,177215,0.552,0.0,2,0.103,-7.207000000000002,1,0.0575,103.976,4,0.14300000000000002,0
King Kofi,77dMWlKvovP8mjUIjC2Qwb,Walter Mitty,0.172,0.609,336000,0.608,1.63e-05,9,0.174,-6.975,0,0.168,180.044,4,0.436,2
Halyosy,601kCD8DOamMueSF0XZLer,ペインイレイサー,0.149,0.623,237800,0.862,0.000536,5,0.0642,-2.499,1,0.0537,160.004,4,0.925,26
Agsunta,0DOW3LEpqYKZ3BEAdffjDW,'Di Ba Halata,0.5770000000000001,0.59,227533,0.461,0.0,0,0.171,-6.53,1,0.0304,144.125,4,0.391,51
Mike Smith,6wilCoHo8NrjitPfMKcCUh,Sweet My Lady Be,0.0604,0.596,175427,0.812,0.0,8,0.0702,-3.711,1,0.0329,122.013,4,0.919,0
Trey Schafer,5uLYJuNJ2RyHBl2C2VFk7Z,Love Finesse,0.733,0.8029999999999999,261122,0.471,0.0,6,0.17600000000000002,-8.171,1,0.0713,97.972,4,0.7020000000000001,29
Jac & Harri,6YxHi13v6G8Mw8MI4HWAAI,There For You,0.0317,0.5479999999999999,170625,0.904,0.0,5,0.399,-4.712,0,0.129,128.11,4,0.373,21
Young Fanatic,3HJVEluQbqYRNE0MvpyESb,Shh,0.616,0.758,120047,0.6990000000000001,0.000144,4,0.292,-7.688,0,0.267,170.127,4,0.962,61
Jim Jones,1ELsDEYTIrPnWvOnfWGj6z,Intro Bronx Tales,0.936,0.512,41665,0.406,0.0,0,0.629,-8.055,1,0.424,80.205,4,0.7490000000000001,27
Van Morrison,3r2khn7Z8ccJfGfImoV4G9,Spirit Will Provide,0.711,0.805,243464,0.298,8.79e-06,0,0.3670000000000001,-11.595,1,0.0351,115.757,4,0.608,32
Samantha Harvey,4h2WUyIHeiaJSLk7xnReBT,Happy And You Know It,0.4370000000000001,0.535,192000,0.573,0.0,11,0.0966,-4.11,1,0.0688,150.071,4,0.13699999999999998,26
Terror Jr,4Qgj02O7e0eakpPH9qMCEC,Losers R Lovers,0.187,0.7609999999999999,177770,0.522,2.22e-05,0,0.166,-5.437,1,0.05,130.02,4,0.573,45
BlocBoy JB,256NDbdrt1fM2UusOE5wZa,Shoot,0.0595,0.823,188243,0.8440000000000001,0.0,11,0.334,-3.141,0,0.264,135.097,4,0.5710000000000001,41
DJ Perc,3XD48GXmGwLWiQexiJtDbS,3 Hun It - Remix,0.0208,0.693,277682,0.449,0.0,4,0.0729,-15.531,0,0.302,159.262,4,0.5670000000000001,0
Almighty Suspect,3UyjoWaZMULOfcrYDOj5fR,DemonsInMyEar,0.0806,0.713,111334,0.7290000000000001,0.0,11,0.28300000000000003,-11.121,1,0.401,102.965,4,0.465,29
RL Grime,59jrAtgRKHrOoOeoTg8JDL,Reims,0.0319,0.42,235066,0.934,0.89,6,0.0951,-4.505,0,0.0647,149.991,4,0.156,53
Ludwig van Beethoven,6UHPDipNpgqJNw3188y17d,"Diabelli Variations, Op. 120: Variation 15. Presto scherzando",0.988,0.477,35947,0.146,0.872,0,0.161,-31.515,1,0.0325,111.576,4,0.87,16
Wolfgang Amadeus Mozart,55VgKPLyOYrLbkyShJGxYC,"Piano Concerto No. 17 in G Major, K. 453: III. Allegretto - Presto",0.97,0.358,475387,0.309,0.862,7,0.499,-15.050999999999998,1,0.0366,87.421,4,0.321,22
haroinfather,2oDAmJ11DPXLZIrC3nTzuB,We're All Lost,0.942,0.29,163292,0.206,0.0426,3,0.101,-10.84,0,0.0287,143.88,4,0.0801,33
Fuerza Regida,4kgZoTVXtWLcDgs0M5Coiz,El Dinero Los Cambio,0.44,0.7490000000000001,184501,0.73,3.84e-06,6,0.0968,-3.096,0,0.0346,115.438,1,0.958,68
BONES,3yfjIzZGkyUVsOpJCpmqhJ,WorstCaseScenario,0.14400000000000002,0.713,146496,0.297,0.111,11,0.108,-13.035,0,0.12,105.022,4,0.0356,37
Ryan Doherty,4M43Ylv3tLSjIORhO6MWHJ,The Dream,0.0075400000000000016,0.499,274155,0.615,0.8290000000000001,4,0.195,-7.224,0,0.025,101.976,4,0.304,2
Trebol Clan,5Gdqet0Nxs0f95wLZaZheh,Mi Vida,0.0382,0.653,193515,0.623,0.000522,10,0.3720000000000001,-7.013,1,0.0348,82.993,4,0.857,35
Jimmy Gonzalez Y Grupo Mazz,7E4zThdgqCQO3WCPY0C3r5,El Mariachi Loco,0.191,0.789,253611,0.7659999999999999,2.11e-05,7,0.0469,-6.016,1,0.058,94.035,4,0.961,34
The Hope County Choir,30wJDo1XPwUsSAAWHsK1We,Let the Water Wash Away Your Sins - Choir Version,0.6509999999999999,0.628,204941,0.355,0.0,5,0.106,-10.214,1,0.0331,111.975,4,0.498,37
Yandar & Yostin,0vQTyYvBvWHUroylI3g3BY,No Lo Notas,0.0733,0.772,159337,0.727,0.0,6,0.0503,-6.144,1,0.125,175.889,4,0.944,28
Lil Happy Lil Sad,3GcBPDK4EZptNbxPgl8I4g,Get Thru,0.903,0.638,149455,0.136,6.37e-05,9,0.109,-15.633,0,0.0408,109.858,4,0.0912,29
Austin Lanier,2o7sdaWS9lf1OxoPXVxOtj,Shawty,0.13,0.802,208018,0.685,0.0,1,0.153,-5.187,1,0.0287,99.988,4,0.68,16
Wolfgang Amadeus Mozart,11KsMCsktAVrpf5MCbWxj3,"Le nozze di Figaro, K. 492, Act III: Ricevete, oh padroncina (Live)",0.938,0.447,230707,0.354,0.0,7,0.251,-17.469,1,0.444,95.159,4,0.342,1
guardin,1STwCfeMAWgjmuXuNAUi0E,by the creek,0.00866,0.691,170013,0.434,0.00257,6,0.129,-9.11,1,0.0357,101.97,4,0.0945,39
Far Out,3P7eiyQ7M6KjNqslxAweZE,Chains,0.0477,0.4320000000000001,194476,0.8370000000000001,0.454,11,0.13,-4.926,0,0.0787,141.953,4,0.331,47
Dee Wile,4XPO4bZYUqiQfheKtloddp,I'm Wit It,0.525,0.701,210913,0.561,0.0,5,0.0778,-7.6720000000000015,0,0.107,147.984,4,0.698,1
Johann Sebastian Bach,5Wdr2qJ8OnMokSmK9S9YyN,"The Well-Tempered Clavier, Book 1: Prelude & Fugue No. 11 in F Major, BWV 856",0.995,0.229,146120,0.108,0.879,5,0.0994,-25.909,1,0.0391,89.24,4,0.627,2
"I, Valiance",0rcFH57l4kVv8WH4a0ROGs,Mind Speaks Aloud,0.000107,0.344,354400,0.925,0.0565,9,0.329,-4.06,1,0.177,104.011,4,0.206,19
Tm88,1mMLN2aOuIeeDk707pZplJ,"Hmmm (TM88, Southside feat. Lil Yachty & Valee)",0.0147,0.941,192325,0.614,5.03e-06,5,0.152,-7.14,0,0.258,129.998,4,0.607,47
Allen Stone,7iHKZ6Dp8aeLyg3FpTnQRc,Taste Of You,0.0257,0.828,212409,0.8640000000000001,1.07e-06,9,0.0668,-7.352,1,0.159,131.607,4,0.685,44
Stlndrms,7tarAWXtX9SSJwCCaqlDWg,Believe,0.3,0.7140000000000001,129819,0.459,0.593,10,0.159,-11.508,0,0.485,78.343,4,0.823,7
BONNIE X CLYDE,4epV16DRdmmNhIQhYsZWVM,Do It All Over,0.254,0.514,187500,0.568,0.0,5,0.191,-5.646,1,0.313,191.602,4,0.304,23
Jonathan Hay,1D6yvnaxX3jY8ogyphHGok,Sexting My Neighbor,0.955,0.3670000000000001,69336,0.471,0.7290000000000001,11,0.4270000000000001,-7.625,0,0.0426,140.571,3,0.146,0
Timeflies,6Vq3kVswTkMyXNfyFEfBbX,Little Bit - Recorded at Spotify Studios NYC,0.268,0.546,146759,0.374,0.0,11,0.107,-7.09,1,0.465,66.79899999999999,3,0.62,45
Ben Rector,06JmNnH3iXKENNRKifqu0v,Love Like This,0.903,0.637,214240,0.129,0.0,2,0.107,-11.89,1,0.0405,139.74200000000002,4,0.368,55
Sugarland,2w4HfONROYg7ShL8yOsQII,Mother,0.344,0.5579999999999999,228680,0.674,1.3800000000000003e-05,1,0.154,-6.438,1,0.0732,94.79,4,0.28800000000000003,45
Zimmy That Dude,6tw5G5Lpgz7IQjrxde4ktt,Lay Low,0.05,0.752,246857,0.443,0.0,1,0.11,-8.506,1,0.0701,140.009,4,0.495,2
Johann Sebastian Bach,2MlQbqG7NOCcA8jgGAsOww,"Fantasia in G Major, BWV 571: III. Allegro",0.7659999999999999,0.16899999999999998,122160,0.28600000000000003,0.857,8,0.0961,-14.220999999999998,1,0.0326,113.089,3,0.136,0
Sabas,737auNVZca5OLqAF6BkYzK,Sol de Mis Mañanas,0.044,0.64,154000,0.8740000000000001,0.0,11,0.0626,-5.225,1,0.0677,100.069,4,0.92,0
Remmy Valenzuela,1wqgSIv8bocBz2oh0MTiis,Se Me Olvidó Otra Vez - En Vivo,0.6809999999999999,0.414,153307,0.902,0.0,10,0.388,-4.857,1,0.102,115.646,4,0.647,43
Jacquees,0e7U9mjMZuWk324U25i9yo,"Show Me Something (feat. King Issa, C-Trillionaire, B. Pace, & FYB))",0.0522,0.91,235840,0.556,3.73e-06,11,0.103,-6.865,1,0.0518,139.99,4,0.467,52
Charles Gounod,26bHrwwqBxfbZWIXFtxZjH,"Quatuor en Fa Majeur, CG 563: III. Andante quasi adagio",0.943,0.102,279827,0.0885,0.504,5,0.092,-23.248,1,0.0564,68.98899999999999,4,0.0397,3
DJ Blyatman,34Z3c5AubTPiU58uLjitwq,Lost Dutchman in Romania,0.0014,0.382,196078,0.887,0.713,4,0.121,-6.566,1,0.21,149.904,4,0.391,0
Ben Foster,6zGTMSxQnyuhgsL7NDiOaO,The Good Karma Hospital Closing Titles,0.000432,0.197,42640,0.8140000000000001,0.8170000000000001,0,0.163,-10.285,1,0.0467,101.57,4,0.404,1
Michael Bublé,6AqCXpbWs2dTMWZqVULpG7,I Get a Kick Out of You,0.43,0.536,177086,0.44,0.0,4,0.12,-4.235,0,0.0324,86.62100000000002,4,0.5479999999999999,57
Miguel,4vevTToT9Lz3SqmGIzzHJn,R.A.N.,0.115,0.5379999999999999,243235,0.626,1e-05,5,0.13699999999999998,-8.272,1,0.0455,132.908,4,0.241,58
Кровосток,5l2ybFg3rqdHv6CGWUROPY,Вишенка,0.784,0.918,174696,0.3720000000000001,2.22e-06,2,0.104,-12.953,1,0.597,126.007,4,0.325,1
Wolfgang Amadeus Mozart,1YRCdJ2vPvLC7WsTOmGIXU,"Preludes & Fugues, K. 404a: Fugue No. 2 in G Minor",0.978,0.265,238840,0.0663,0.8540000000000001,10,0.16,-20.619,1,0.0432,153.43200000000004,5,0.21600000000000005,20
Calcutta ,6PQqchEoE1JR2QNPN7lXz0,Pesto,0.304,0.589,207871,0.445,0.0,11,0.0837,-6.124,1,0.0255,81.007,4,0.151,48
Kid Chaos,6RlDfUNLM9e8iBAOdCgBGp,Dale Por de Traa,0.0046,0.726,106710,0.972,0.00532,5,0.192,-4.628,0,0.0612,108.043,4,0.888,37
Max Planter,3nvBWbOIh3P1O0dqBmxwd2,Freedom Song,0.00227,0.6859999999999999,151771,0.13699999999999998,0.0,0,0.156,-17.185,1,0.0427,95.01,4,0.341,0
DrefQuila,2aTexEYuQpZoDcxgyz8Ivz,Silence Please,0.7979999999999999,0.94,260728,0.404,0.000121,3,0.1,-7.502000000000002,0,0.244,119.91,4,0.383,0
afternoon,5wqq6LPMBiMz7sIwy24FJc,Spring,0.638,0.674,181007,0.609,0.7879999999999999,6,0.191,-9.895,1,0.17,85.042,4,0.37,20
Conjunto Nube,7MD2ixA8hGWz0rEieuOpQT,El Gasparín,0.26,0.753,168987,0.923,0.29600000000000004,7,0.138,-5.707000000000002,1,0.0484,130.049,4,0.708,28
Almighty,4TfELQIEnUaisUjQSAVAu4,Do Not Distrub,0.0252,0.67,152544,0.5329999999999999,3.8e-05,7,0.109,-9.194,1,0.261,119.549,4,0.248,10
Kero Kero Bonito,3fpKJgC5xCpdOYZVpIJThH,Swimming,0.6859999999999999,0.68,199498,0.608,0.0,2,0.0972,-5.5120000000000005,1,0.029,119.998,4,0.599,42
Gangthelabel,6E6vd3LKDDRyY4JSTxjlsS,Gleamin (feat. 95 Kuston & Pretty Boy Dro),0.0339,0.737,149241,0.386,3.96e-05,4,0.124,-8.072000000000001,1,0.0814,158.114,4,0.581,8
Los Cadetes De Linares,3MSA4rWeZojuQAAX6vwXsU,Una Pagina Mas,0.457,0.622,159060,0.631,0.0,8,0.0948,-4.774,1,0.0293,94.071,4,0.794,3
Scotty McCreery,5FVeXL92JM1HaicHynfZ2f,Boys From Back Home,0.00797,0.5710000000000001,245600,0.892,4.29e-06,4,0.0719,-5.87,1,0.0417,101.986,4,0.499,45
Ludwig van Beethoven,2VHFRMUlMMuEuzw73CujHL,"Fidelio, Op. 72, Act II: Er erwacht! (Live)",0.693,0.384,102640,0.0891,0.0,1,0.412,-36.625,1,0.8390000000000001,199.59,5,0.0911,1
David Kada,6NkzTPm8rickNmgvdH8OAz,No Eres la Buena,0.5379999999999999,0.7090000000000001,238000,0.866,0.0,8,0.217,-4.649,1,0.0596,110.084,4,0.804,42
Ella Mai,5DUPCIO2cmdB6GEOJXsw2Z,Cheap Shot,0.0356,0.769,241296,0.589,1.5399999999999998e-05,11,0.115,-5.955,1,0.0531,97.923,4,0.294,61
The Electric Light Bulb Orchestra,4qpJuxVlrHtdTlTS6UjsHq,Dry Land,0.755,0.863,126792,0.3,0.866,2,0.113,-12.53,0,0.113,106.094,4,0.888,6
黃明志 | G.E.M.鄧紫棋,7Jwzkpr1osbMljuG8q6UWq,漂向北方,0.0837,0.398,265326,0.8220000000000001,0.0,5,0.252,-6.74,1,0.126,174.14,4,0.203,53
Fiona MacCool,3bneTfMdEElKjfSceiSg0c,The Fisher's Hornpipe,0.988,0.514,119144,0.0181,0.279,5,0.0661,-27.007,1,0.0756,64.995,4,0.991,2
Fleetwood Mac,6GVynE5kXVXoOWksSqMp8B,Say You Love Me - Single Version [Remastered],0.0842,0.687,242440,0.784,0.00404,9,0.132,-7.666,1,0.0275,128.648,4,0.893,43
Kriss Reeve,4CwwzVU3UtxHjWlH6bfJXh,Never Let You Go,0.0203,0.6859999999999999,182857,0.774,0.00036,6,0.35,-5.225,0,0.0473,126.036,4,0.488,15
Spanglish Fly,17LtI912llWpVFvDaDCcW7,Bugalú Pa' Mi Abuela,0.6559999999999999,0.6709999999999999,179861,0.866,0.000245,2,0.0701,-3.684,1,0.0549,87.02799999999998,4,0.981,10
GASHI,3Qo418FH9pAHApAzOF8hfI,Creep On Me (feat. French Montana & DJ Snake) - QUIX Remix,0.00384,0.606,238163,0.934,0.000154,7,0.0945,-5.524,1,0.0482,130.088,4,0.18,63
DJ Antoine,5cABYwl3i4qxSJ87lVUaxO,El Paradiso - Paolo Ortelli Extended Remix,0.081,0.743,295178,0.765,8.58e-06,8,0.0857,-4.075,1,0.0782,128.02100000000002,4,0.687,1
Ghostface Killah,5L6s8zOpfqbEhm2Upb3GtG,"Buckingham Palace (feat. KXNG Crooked, Benny The Butcher & 38 Spesh)",0.059,0.454,196465,0.927,0.0,10,0.231,-3.694,0,0.342,176.00599999999997,4,0.428,38
Waka Flocka Flame,1AmxIRouNHCHa45VpVkrLl,Rage The Night Away (feat. Steve Aoki),0.000647,0.743,233507,0.8859999999999999,0.003820000000000001,10,0.0696,-5.122999999999998,0,0.0358,108.011,4,0.417,13
Meiko,6s7OSVF9LfPl5lx1TA4LRl,Leave The Lights On - Will Sparks Remix,0.105,0.8079999999999999,345107,0.7390000000000001,0.252,6,0.0742,-5.405,1,0.113,131.998,4,0.383,49
Amaneshi,10bzGmt7rZN4hXwD7TIV2Y,Jinsushi,0.221,0.733,277133,0.385,0.919,0,0.116,-8.601,1,0.0266,109.983,4,0.287,0
Milo Manheim,2d1AiZExnhYoauaSWkB1Fm,Someday,0.193,0.772,183799,0.805,0.0,2,0.0675,-5.081,1,0.0375,113.022,4,0.5479999999999999,59
Rico Nasty,7GFRxsRFuaSgPBxvYnrYDL,Big Dick Energy,0.0429,0.812,144222,0.8370000000000001,0.0,9,0.163,-4.544,1,0.251,160.09,4,0.436,52
Ludwig van Beethoven,1fiVPYDK1613sUmPtqBuUM,"No. 8, Op. 13: I. Grave – Allegro di molto e con brio",0.986,0.306,507653,0.108,0.899,0,0.093,-24.99,0,0.054000000000000006,80.08,4,0.0977,29
Yung Jae,6HuTOC4SxcpZEF46NmxvKV,Where I'm From,0.0398,0.7440000000000001,230544,0.746,0.0,11,0.11,-7.1629999999999985,1,0.284,164.033,4,0.506,24
J.K. The Reaper,37B8nh5ma4diFv2oFrKc0K,Hyenas,0.217,0.443,205308,0.655,6.05e-05,2,0.158,-9.177,1,0.529,151.02700000000004,4,0.309,20
Wesley Cheatham,73jwPNrSQA9LL68C3ulv6Y,Fear vs. Love,0.305,0.7759999999999999,210656,0.703,0.00141,9,0.0955,-8.145,0,0.0661,143.05100000000004,4,0.331,0
Walden Wesley,22vg3TpWVtJ0BWvWPlL1FZ,"Burning Fire, Set Me Free",0.486,0.414,95160,0.389,0.0,6,0.0736,-11.54,1,0.0587,118.911,5,0.522,2
invention_,31WTCazn7ReY8pGpcWzfOZ,landrace,0.314,0.515,146000,0.65,0.000187,7,0.165,-7.832000000000002,0,0.42,73.994,4,0.271,40
Cash Campbell,5r4SJLzxElSe1BZiaelC1g,Don't Wanna Think About It - Acoustic,0.858,0.634,257054,0.287,0.0,9,0.1,-10.630999999999998,1,0.0366,114.8,4,0.471,40
Lowkeylina,0XZK0QgILlhJTlP8E5k2JQ,Stay,0.461,0.701,207422,0.519,4.05e-05,1,0.0865,-8.958,1,0.0331,127.971,4,0.374,35
Kygo,5sIx4BlfYGuZeSLF40N9GH,Remind Me to Forget,0.193,0.685,217287,0.508,0.0,0,0.139,-6.4,1,0.0987,99.063,4,0.315,81
Instrumental Worship Project from I’m In Records,21eBd8VcvWC7V4r9Q8EPc5,Even When It Hurts,0.987,0.457,266228,0.0753,0.918,2,0.105,-18.523,1,0.0354,69.60600000000001,4,0.0951,42
Iggy Azalea,4XzGuiMHSVmgRozWYS6Szp,Survive The Summer,0.0198,0.924,164520,0.664,0.00352,11,0.116,-4.768,0,0.21600000000000005,140.002,4,0.29,53
Z.J.,5gI1865MpObGddeNbJvVpQ,Listen Up,0.00856,0.928,162248,0.81,0.00539,1,0.287,-5.972,1,0.293,140.149,4,0.47,2
Yung Baby Tate,2ME605lxTxOk7bGQhMifCz,What I Want,0.0851,0.94,229312,0.522,0.00031800000000000003,6,0.129,-12.497,0,0.163,120.353,4,0.4,18
Xantos,4koeQRZ4aboe2nn7eiDlNr,Mi Esquema,0.112,0.8490000000000001,184233,0.478,0.00322,11,0.13699999999999998,-8.181000000000001,0,0.266,104.224,4,0.39,16
TV Blonde,3Pa8GWEMHPBx0TPDNF7iMT,Steady,0.101,0.464,218187,0.539,0.315,6,0.161,-9.906,0,0.586,145.418,4,0.518,9
Blu,2N73BNeoSTvfj0UhrRf8bw,Heaven on Earth,0.203,0.726,234573,0.747,1.71e-06,6,0.0781,-3.99,1,0.29600000000000004,86.959,4,0.7559999999999999,12
Zhaphree,1qHNUYde3VgaZeS05fSuPQ,Quizion,0.256,0.685,300553,0.253,0.917,6,0.107,-11.385,1,0.136,142.06799999999996,4,0.389,0
Innellea,0ZmVOjXjYFlk6ioZfIT3Ha,Badai,0.0581,0.7390000000000001,452000,0.4970000000000001,0.921,7,0.0928,-10.806,1,0.047,120.012,4,0.119,1
